Number;Start time in milliseconds;End time in milliseconds;"Text"
2922;15139160;15140840;"Time is a construct."
2923;15140920;15144040;"People think you can't go back
and change things, but you can."
2924;15144120;15145400;"That's what flashbacks are."
2925;15145480;15148360;"They're invitations to go back
and make different choices."
2926;15148440;15151440;"When you make a decision,
you think it's you doing it, but it's not."
2927;15151520;15154280;"It's the spirit out there
that's connected to our world"
2928;15154480;15158680;"that decides what we do
and we just have to go along for the ride."
2929;15159720;15161720;"Mirrors let you move through time."
2930;15162200;15163440;"The government monitors people,"
2931;15164040;15166040;"they pay people to pretend
to be your relatives,"
2932;15166560;15169240;"and they put drugs in your food
and they film you"
2933;15169720;15171520;"There's messages in every game."
2934;15171800;15174240;"Like Pac-Man,
do you know what PAC stands for?"
2935;15175160;15177480;"P-A-C. Program and Control."
2936;15177560;15179400;"He's Program and Control Man."
2937;15180440;15181400;"The whole thing's a metaphor."
2938;15181680;15184520;"He thinks he's got free will
but really, he's trapped in a maze,"
2939;15184760;15186720;"in a system, all he can do is consume,"
2940;15186800;15189080;"he's pursued by demons
that are probably just in his own head."
2941;15189440;15192160;"And even if he does manage to escape
by slipping out one side of the maze,"
2942;15192440;15194600;"what happens?
He comes right back in the other side."
2943;15195200;15196480;"People think it's a happy game,"
2944;15196720;15199520;"it's not a happy game,
it's a fucking nightmare world"
2945;15199600;15202000;"and the worst thing is
it's real and we live in it."
2946;15202320;15203160;"It's all a code."
2947;15203880;15206040;"If you listen closely,
you can hear the numbers."
2948;15207680;15210280;"There's a cosmic flowchart
that dictates where you can"
2949;15210760;15212360;"and where you can't go."
2950;15213680;15216640;"I've given you the knowledge.
I've set you free."
2951;15218920;15220040;"Do you understand?"
2952;15222280;15223200;"Maybe."
2953;15224720;15226440;"Yes. Sort of."
2954;15226800;15228320;"I'll show you what I mean."
2955;15229680;15230520;"Come with me."
2956;15239240;15240880;"We're on one path."
2957;15241560;15243160;"Right now, me and you."
2958;15244040;15246640;"And how one path ends is immaterial."
2959;15246880;15252560;"It's how our decisions along that path
affect the whole that matters."
2960;15253240;15254440;"Do you believe me?"
2961;15255640;15259760;"-[sniggers] I don't know.
-I'll prove it."
2962;15260640;15263880;"One of us is going over."
2963;15265280;15266320;"Over there."
2964;15270680;15271800;"You'd die. You'd die."
2965;15272560;15276680;"It wouldn't matter
because there are other timelines, Stefan."
2966;15277400;15279640;"How many times have you watched
Pac-Man die?"
2967;15280400;15281720;"Doesn't bother him."
2968;15282960;15284400;"He just tries again."
2969;15285280;15286680;"One of us is jumping."
2970;15287560;15288920;"So, who's it going to be?"
2971;15294520;15296200;"There's a nice breeze up here."
2972;15299560;15300560;"So come on."
2973;15302040;15303560;"Which one of us is jumping?"
2974;15311440;15314560;"So, that's how
the wireframe models of today"
2975;15314640;15317760;"might provide the Hollywood entertainment
of the future."
2976;15317960;15320160;"-Crispin.
-Thanks, Leslie."
2977;15320840;15324800;"Now, yesterday, following weeks
of controversy and speculation,"
2978;15324880;15328880;"games company Tuckersoft announced
it's going into administration."
2979;15328960;15330200;"<i>So, what went wrong?</i>"
2980;15330840;15334000;"<i>Just six months ago,</i>
<i>Tuckersoft was riding high,</i>"
2981;15334080;15336400;"<i>with a string of hits topping the charts</i>"
2982;15336480;15340480;"<i>and mounting anticipation for their big</i>
<i>Christmas release, Bandersnatch.</i>"
2983;15340840;15343000;"But Bandersnatch never appeared,"
2984;15343080;15346560;"following the arrest and subsequent
murder charge against its creator,"
2985;15346640;15349040;"<i>19-year-old Stefan Butler,</i>"
2986;15349120;15351440;"<i>who stands accused</i>
<i>of murdering his father</i>"
2987;15351520;15353520;"<i>following a psychological breakdown.</i>"
2988;15353600;15356080;"<i>This has raised questions</i>
<i>about the judgment</i>"
2989;15356160;15359000;"<i>of Tuckersoft boss, Mohan Thakur.</i>"
2990;15359480;15362320;"It was his idea to do it alone.
His decision."
2991;15362400;15364160;"I wasn't to know he couldn't hack it."
2992;15364520;15368040;"I mean, I know his dad's dead,
rest his soul,"
2993;15368400;15372040;"but I'm a victim, too.
Let's try to not forget that."
2994;15372480;15376520;"[Crispin] <i>Another Tuckersoft protégé,</i>
<i>famed programmer Colin Ritman,</i>"
2995;15376600;15381040;"<i>believes there are important lessons</i>
<i>to be learned from Butler's unravelling.</i>"
2996;15381600;15384160;"What would you say to Stefan,
if he could hear you?"
2997;15385320;15386800;"I'd say try again."
2998;15387760;15388840;"But he's in prison."
2999;15389880;15391560;"<i>Only in this life.</i>"
3000;15392120;15394800;"[Crispin] <i>Shortly after this interview,</i>
<i>Colin Ritman was arrested</i>"
3001;15394880;15397120;"<i>for possession of controlled substances.</i>"
3002;15397200;15402760;"<i>Tuckersoft closed its doors for good.</i>
<i>And there was no sign of Bandersnatch.</i>"
3003;15412440;15413320;"[grunts]"
3004;15418360;15421120;"How's that for entertainment,
you psychiatric fuck?"
3005;15422040;15424200;"Fucked your day up
good and proper, didn't we?"
3006;15424280;15427000;"Me and my friend from the future! [laughs]"
3007;15434960;15438680;"With that in mind, I think it's important
you stay on the pharmaceutical path"
3008;15438760;15440200;"at least for the next few months."
3009;15440640;15443120;"I'm upping the dosage slightly."
3010;15445640;15446800;"Stefan."
3011;15447560;15448920;"Don't see this as a setback."
3012;15449880;15452120;"You're not alone. We're in it together."
3013;15453360;15456520;"One for all, and all..."
3014;15458800;15459680;"For one."
3015;15463960;15466760;"If anything happens, just call me."
3016;15467200;15468440;"You know the number."
3017;15474960;15475920;"How was it?"
3018;15477400;15478400;"It was fine."
3019;15480040;15482120;"-[banging]
-Breathe. In, out."
3020;15483000;15484280;"Breathe."
3021;15490040;15491760;"[dad shushing]"
3022;15492560;15495040;"[Stefan cries]"
3023;15499160;15501440;"-No.
-No?"
3024;15503240;15504440;"The boy's a clown."
3025;15504800;15506280;"Well, tough tit-holes."
3026;15506360;15508480;"You signed a contract,
so don't be a pillock."
3027;15508560;15509640;"<i>Do you want me go down there?</i>"
3028;15509720;15513960;"Pull your finger out.
I expect it by the end of today. Sayonara!"
3029;15517760;15520480;"-Never rush an artist.
-Oh, blow it out your bumhole."
3030;15521560;15524720;"He needs to explore all possibilities.
All realities."
3031;15525040;15527640;"How about a reality
where you get your feet off my table?"
3032;15529120;15531960;"Fucking "no." I'll show him fucking "no.""
3033;15539560;15541080;"["Relax" playing]"
3034;15545040;15549080;"[Thakur] We're going to be a hit factory.
Like Motown, but for computer games."
3035;15549160;15551160;"-You heard it here first.
-[Stefan] Colin Ritman."
3036;15552160;15553080;"We've met before."
3037;15553160;15554640;"-What's your answer?
-No."
3038;15554720;15557760;"Well done, mate. Speak to Dr. Haynes
about it, and listen to her."
3039;15557840;15560960;"-Well done, Stefan.
-You sound like my dad."
3040;15561480;15562320;"Oh."
3041;15563080;15567600;"Would you like to talk about
what happened with your mother?"
3042;15574040;15576680;"It can be helpful to revisit things."
3043;15576760;15579160;"Even if you feel like
you've done this before."
3044;15580800;15584120;"You might discover something new."
3045;15585240;15586520;"["Relax" playing]"
3046;15588440;15589840;"-Your Bander-what?
-Bandersnatch."
3047;15589920;15591280;"Is that your mother's?"
3048;15591760;15593800;"[Thakur] Like Motown,
but for computer games."
3049;15593880;15596800;"-[Stefan] Colin Ritman.
-We've met before."
3050;15596880;15598320;"-What's your answer?
-No."
3051;15598400;15600520;"-Bit of madness is what you need.
-It was too..."
3052;15600600;15602080;"-Too?
-Good to be true."
3053;15602160;15604200;"-Are you coming or not?
-[Stefan] No!"
3054;15604280;15606280;"Because of me
she had to catch a later train."
3055;15606360;15609480;"[man] <i>The 8:45 train derailed</i>
<i>at high speed...</i>"
3056;15613160;15616600;"[dad] Stefan, I'm worried about you,
you've been stuck in your room for weeks."
3057;15622880;15624000;"Stefan."
3058;15624920;15626040;"Will you talk to me?"
3059;15630480;15632760;"Look, I can't help if you just sit there
and don't speak!"
3060;15633600;15634880;"["Relax" playing]"
3061;15636800;15639720;"-[Thakur] Motown for computer games.
-[Stefan] Colin Ritman."
3062;15640680;15642400;"-We've met before.
-What's your answer?"
3063;15642480;15643800;"Bit of madness is what you need."
3064;15643880;15645960;"-Are you coming or not?
-[Stefan] No!"
3065;15646040;15648080;"Because of me
she had to catch a later train."
3066;15648160;15650000;"[man] <i>The 8:45 train derailed...</i>"
3067;15650800;15652560;"Stefan, will you talk to me?"
3068;15652640;15654200;"Dad, just fuck off!"
3069;15656000;15658600;"Get your coat. We're going for lunch."
3070;15659480;15660720;"["Relax" playing]"
3071;15660800;15663480;"Motown for computer games.
You heard it here first."
3072;15663560;15664680;"[Stefan] Colin Ritman."
3073;15665640;15666480;"We've met before."
3074;15666560;15667920;"-It was too...
-Too?"
3075;15668000;15669560;"-Good to be true.
-Oh."
3076;15669640;15671680;"-Are you coming or not?
-[Stefan] No!"
3077;15671760;15673400;"[man] <i>The 8:45 derailed...</i>"
3078;15674040;15675520;"Dad, just fuck off!"
3079;15675600;15677840;"My head is all over the place.
I'm not in control."
3080;15678680;15680920;"Don't see this as a setback.
We're in it together."
3081;15682120;15684120;"-One for all, and all...
-For one."
3082;15685760;15687040;"["Relax" playing]"
3083;15687120;15689800;"Motown for computer games.
You heard it here first."
3084;15689880;15691000;"[Stefan] Colin Ritman."
3085;15691960;15692800;"We've met before."
3086;15692880;15694240;"-It was too...
-Too?"
3087;15694320;15695840;"-Good to be true.
-Oh."
3088;15695960;15698000;"-Are you coming or not?
-[Stefan] No!"
3089;15698080;15699680;"[man] <i>The 8:45 derailed...</i>"
3090;15700520;15701800;"Dad, just fuck off!"
3091;15701880;15704200;"You're in the hole.
See you around."
3092;15704600;15706200;"[gasps]"
3093;15706280;15707960;"My head is all over the place.
I'm not in control."
3094;15709280;15711040;"Don't see this as a setback.
We're in it together."
3095;15711800;15714240;"-One for all, and all...
-For one."
3096;15715880;15717160;"["Relax" playing]"
3097;15717240;15718880;"[Thakur] Motown for computer games."
3098;15718960;15720040;"[Stefan] Colin Ritman."
3099;15721000;15721840;"We've met before."
3100;15721920;15723240;"-Too?
-Good to be true."
3101;15723320;15725200;"-Are you coming or not?
-[Stefan] No!"
3102;15725280;15726880;"[man] <i>The 8:45 derailed...</i>"
3103;15726960;15728320;"Dad, just fuck off!"
3104;15728400;15730800;"Don't see this as a setback.
We're in it together."
3105;15730880;15733480;"-The deadline is today.
-[Colin] Bit of inspiration maybe."
3106;15734680;15738600;"[woman] <i>We exist within multiple</i>
<i>parallel realities at once.</i>"
3107;15738960;15743400;"<i>One reality for each possible course</i>
<i>of action we might take in life.</i>"
3108;15753560;15754800;"["Relax" playing]"
3109;15754880;15756520;"[Thakur] Motown for computer games."
3110;15756600;15757680;"[Stefan] Colin Ritman."
3111;15758640;15759480;"We've met before."
3112;15759560;15760880;"-Too?
-Good to be true."
3113;15760960;15762840;"-Are you coming or not?
-[Stefan] No!"
3114;15762920;15764520;"[man] <i>The 8:45 derailed...</i>"
3115;15764600;15765960;"Dad, just fuck off!"
3116;15766040;15767440;"<i>My head is all over the place.</i>"
3117;15767840;15770520;"-I'm just lost.
-You're in the hole."
3118;15770600;15772000;"See you around."
3119;15772360;15773720;"[gasps]"
3120;15773800;15775880;"Don't see this as a setback.
We're in it together."
3121;15776280;15778080;"-Where is Colin?
-[Thakur] God knows."
3122;15778160;15780520;"-The deadline is today.
-[Stefan] <i>I just need the weekend.</i>"
3123;15781720;15785640;"[woman] <i>We exist within multiple</i>
<i>parallel realities at once.</i>"
3124;15785720;15790240;"<i>One reality for each possible course</i>
<i>of action we might take in life.</i>"
3125;15800560;15801840;"["Relax" playing]"
3126;15804160;15805880;"[Thakur] Motown for computer games."
3127;15805960;15806920;"[Stefan] Colin Ritman."
3128;15807880;15809320;"-We've met before.
-Well done, mate."
3129;15809400;15811280;"-Are you coming or not?
-[Stefan] No!"
3130;15811360;15812960;"[man] <i>The 8:45 derailed...</i>"
3131;15813480;15814840;"Dad, just fuck off!"
3132;15814920;15817080;"My head is all over the place.
I'm not in control."
3133;15817920;15820720;"Don't see this as a setback.
We're in it together."
3134;15820800;15823280;"Stefan, mate, the deadline is today."
3135;15823360;15825560;"-[Stefan] <i>I just need the weekend.</i>
-[Colin] Bit of inspiration."
3136;15826520;15829880;"[woman] <i>Davies became convinced</i>
<i>he had no control over his fate.</i>"
3137;15829960;15833560;"<i>You're just a puppet.</i>
<i>So, why not commit murder?</i>"
3138;15834960;15836240;"<i>You're not in control.</i>"
3139;15859680;15860960;"["Relax" playing]"
3140;15863320;15865000;"[Thakur] Motown for computer games."
3141;15865080;15866040;"[Stefan] Colin Ritman."
3142;15867000;15868440;"-We've met before.
-Well done, mate."
3143;15868520;15870400;"-Are you coming or not?
-[Stefan] No!"
3144;15870480;15872080;"[man] <i>The 8:45 derailed...</i>"
3145;15872600;15874040;"Dad, just fuck off!"
3146;15874120;15875720;"[Stefan] <i>My head is all over the place.</i>"
3147;15875800;15876680;"You're in the hole."
3148;15876760;15878120;"See you around."
3149;15878520;15879880;"[gasps]"
3150;15879960;15881880;"Don't see this as a setback.
We're in it together."
3151;15882520;15884160;"-Where is Colin?
-[Thakur] God knows."
3152;15884240;15886680;"-The deadline is today.
-[Stefan] <i>I just need the weekend.</i>"
3153;15887640;15891000;"[woman] <i>Davies became convinced</i>
<i>he had no control over his fate.</i>"
3154;15891080;15894680;"<i>You're just a puppet.</i>
<i>So, why not commit murder?</i>"
3155;15896080;15897400;"<i>You're not in control.</i>"
3156;15923480;15925520;"<i>...about what happened with your mother.</i>"
3157;15925600;15927760;"[dad] <i>I'm concerned about you, OK?</i>"
3158;15929480;15933280;"-You need to speak to her.
-...about what happened with your mother?"
3159;15933360;15935520;"[dad] <i>I'm concerned about you, OK?</i>"
3160;15936680;15938360;"<i>Would you like to talk</i>
<i>about what happened...</i>"
3161;15938440;15940720;"-[dad] <i>You need to speak to her.</i>
<i>-...with your mother.</i>"
3162;15941160;15943040;"[dad] <i>I'm concerned about you, OK?</i>"
3163;15943920;15945600;"<i>Would you like to talk</i>
<i>about what happened...</i>"
3164;15945680;15947960;"-[dad] <i>You need to speak to her.</i>
<i>-...with your mother.</i>"
3165;15949040;15951600;"-[dad] <i>I'm concerned about you, OK?</i>
-[Haynes] <i>Would you like...</i>"
3166;15956760;15957960;"<i>Give me a sign.</i>"
3167;15958040;15962240;"<i>Come on, if there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3168;15965120;15966960;"Just give me a sign."
3169;15967040;15971200;"<i>Come on, if there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3170;15974080;15975960;"<i>Just give me a sign.</i>"
3171;15976360;15980200;"<i>Come on, if there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3172;15984040;15985320;"["Relax" playing]"
3173;15987240;15991440;"Would you like to talk about
what happened with your mother?"
3174;15992000;15993720;"[Stefan] <i>I couldn't find Rabbit anywhere.</i>"
3175;15993840;15995760;"-Are you coming or not?
-[Stefan] No!"
3176;15995880;15998120;"<i>Because of me,</i>
<i>she had to catch a later train.</i>"
3177;15998200;16003600;"[man] <i>The Emergency Services say</i>
<i>the 8:45 train derailed at high speed</i>"
3178;16003680;16005880;"<i>outside Queenstown Road Station.</i>"
3179;16021200;16022440;"<i>Give me a sign.</i>"
3180;16022760;16026680;"<i>Come on, if there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3181;16029600;16031440;"<i>Just give me a sign.</i>"
3182;16031840;16035680;"<i>Come on, if there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3183;16038600;16040440;"<i>Just give me a sign.</i>"
3184;16040800;16044680;"<i>Come on, if there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3185;16052760;16054480;"-<i>Give me a sign.</i>
-[dad]<i> I'm concerned about you.</i>"
3186;16054560;16058280;"<i>Come on, if there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3187;16061160;16063080;"-[dad] <i>I'm concerned about you.</i>
<i>-Give me a sign.</i>"
3188;16063440;16067280;"<i>Come on, if there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3189;16068920;16072040;"-[dad] <i>I'm concerned about you.</i>
<i>-Give me a sign.</i>"
3190;16072400;16076280;"<i>Come on, if there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3191;16076760;16078920;"[dad] <i>I'm concerned about you, OK?</i>"
3192;16083800;16085640;"<i>Just give me a sign.</i>"
3193;16085960;16089880;"<i>Come on, if there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3194;16092840;16094640;"<i>Just give me a sign.</i>"
3195;16095000;16098880;"<i>Come on, if there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3196;16101760;16103640;"<i>Just give me a sign.</i>"
3197;16103960;16107880;"<i>Come on, if there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3198;16114440;16116720;"<i>...about what happened with your mother.</i>"
3199;16116800;16120440;"[dad]<i> You need to calm down.</i>
<i>Take a breath. Stop it, Stefan.</i>"
3200;16120520;16124160;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3201;16124240;16128160;"[dad]<i> You need to calm down.</i>
<i>Take a breath. Stop it, Stefan.</i>"
3202;16128240;16131840;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3203;16131920;16134760;"[dad]<i> You need to calm down.</i>
<i>Take a breath. Stop it, Stefan.</i>"
3204;16134840;16138880;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3205;16140040;16142480;"-[dad]<i> You need to calm down.</i>
-[Haynes] <i>Would you like...</i>"
3206;16144000;16145520;"["Relax" playing]"
3207;16149480;16153520;"[Thakur] We're gonna be a hit factory
like Motown, but for computer games."
3208;16153600;16154480;"You heard it here first."
3209;16154560;16157360;"-[Stefan] Colin Ritman.
-We've met before."
3210;16157440;16158880;"-What's your answer?
-No."
3211;16158960;16160840;"-Well done, mate.
-That's great."
3212;16160920;16162080;"You sound like my dad."
3213;16162560;16163480;"Oh."
3214;16164160;16168720;"Would you like to talk about
what happened with your mother?"
3215;16178000;16182160;"[dad]<i> You need to calm down.</i>
<i>Take a breath.</i>"
3216;16182240;16184920;"<i>Stop it, Stefan. Stefan, stop it.</i>"
3217;16185080;16185920;"<i>Okay.</i>"
3218;16186040;16190080;"[dad]<i> You need to calm down.</i>
<i>Take a breath.</i>"
3219;16190160;16192800;"<i>Stop it, Stefan. Stefan, stop it.</i>"
3220;16192960;16193800;"<i>Okay.</i>"
3221;16193920;16197760;"[dad]<i> You need to calm down.</i>
<i>Take a breath.</i>"
3222;16197840;16200600;"<i>Stop it, Stefan. Stefan, stop it.</i>"
3223;16200760;16201600;"<i>Okay.</i>"
3224;16201680;16204240;"[dad]<i> You need to calm down.</i>"
3225;16209760;16213680;"[dad]<i> You need to calm down.</i>
<i>Take a breath.</i>"
3226;16213760;16216520;"<i>Stop it, Stefan. Stefan, stop it.</i>"
3227;16216640;16217480;"<i>Okay.</i>"
3228;16217600;16221520;"[dad]<i> You need to calm down.</i>
<i>Take a breath.</i>"
3229;16221600;16224360;"<i>Stop it, Stefan. Stefan, stop it.</i>"
3230;16225400;16229360;"[dad]<i> You need to calm down.</i>
<i>Take a breath.</i>"
3231;16229440;16232200;"<i>Stop it, Stefan. Stefan, stop it.</i>"
3232;16233480;16235800;"[dad]<i> You need to calm down.</i>"
3233;16241400;16245280;"-[dad]<i> You need to calm down.</i>
-<i>I'm concerned about you, OK?</i>"
3234;16245360;16249240;"-<i>You need to speak to her.</i>
<i>-Stop it, Stefan. Stefan, stop it.</i>"
3235;16249320;16252120;"-<i>You need to calm down.</i>
<i>-I'm concerned about you, OK?</i>"
3236;16252200;16253160;"<i>Take a breath.</i>"
3237;16253240;16255960;"-<i>Stop it Stefan. Stefan, stop it.</i>
-<i>You need to speak to her.</i>"
3238;16257080;16259960;"-<i>You need to calm down.</i>
-<i>I'm concerned about you, OK?</i>"
3239;16260040;16260960;"<i>Take a breath.</i>"
3240;16261040;16263840;"-<i>Stop it Stefan. Stefan, stop it.</i>
-<i>You need to speak to her.</i>"
3241;16265040;16267440;"-<i>You need to calm down.</i>
-<i>I'm concerned about you, OK?</i>"
3242;16271760;16273920;"<i>Oh and hey I'm hiring this sound chip guy</i>
<i>next week.</i>"
3243;16274200;16276600;"<i>So music we can take care of.</i>
<i>All in-house.</i>"
3244;16276680;16277800;"<i>What do you reckon?</i>"
3245;16279400;16281560;"<i>Oh and hey I'm hiring this sound chip guy</i>
<i>next week.</i>"
3246;16281720;16284200;"<i>So music we can take care of.</i>
<i>All in-house.</i>"
3247;16284280;16285320;"<i>What do you reckon?</i>"
3248;16286920;16289200;"<i>Oh and hey I'm hiring this sound chip guy</i>
<i>next week.</i>"
3249;16289320;16291720;"<i>So music we can take care of.</i>
<i>All in-house.</i>"
3250;16291800;16292840;"<i>What do you reckon?</i>"
3251;16294480;16296800;"<i>Oh and hey I'm hiring this sound chip guy</i>
<i>next week.</i>"
3252;16296920;16299080;"<i>So music we can take care of.</i>
<i>All in-house.</i>"
3253;16302800;16305440;"<i>...about what happened with your mother?</i>"
3254;16308720;16312720;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3255;16315920;16319640;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3256;16323040;16326960;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3257;16329920;16330760;"<i>Would you like...</i>"
3258;16334280;16337040;"<i>...about what happened with your mother?</i>"
3259;16340360;16344240;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3260;16347520;16351480;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3261;16354680;16358560;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3262;16381240;16384280;"[Colin] <i>The government put drugs</i>
<i>in your food, and they film you.</i>"
3263;16396800;16399800;"<i>...about what happened with your mother?</i>"
3264;16402880;16406680;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3265;16410080.0001;16413800;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3266;16417160;16421200;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3267;16424040;16424880;"<i>Would you like...</i>"
3268;16460080.0001;16463080.0001;"<i>...about what happened with your mother?</i>"
3269;16466160;16469960;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3270;16471280;16472320;"[Stefan pants]"
3271;16473320;16477000;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3272;16478360;16479400;"[Stefan pants]"
3273;16480440;16484320;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3274;16485440;16486440;"[Stefan pants]"
3275;16489000;16490280;"["Relax" playing]"
3276;16492200;16495120;"-[Thakur] Motown for computer games.
-[Stefan] Colin Ritman."
3277;16496080.0001;16497720;"-We've met before.
-It was too..."
3278;16497800;16499240.0001;"-Too?
-Good to be true."
3279;16499320;16501400;"-Are you coming or not?
-[Stefan] No!"
3280;16501480;16503440;"Because of me,
she had to catch a later train."
3281;16503520;16506640;"[man] <i>The 8:45 train derailed</i>
<i>at high speed...</i>"
3282;16507400;16508960;"Stefan, will you talk to me?"
3283;16509040;16510600;"Dad, just fuck off!"
3284;16514680;16516720;"[dad] Go and speak to Dr. Haynes."
3285;16517640;16518560;"Please."
3286;16521440;16522400;"Alright."
3287;16528000;16531920;"[dad]<i> You need to calm down.</i>
<i>Take a breath.</i>"
3288;16532000;16534760;"<i>Stop it, Stefan. Stefan, stop it.</i>"
3289;16534920;16535760;"<i>Okay.</i>"
3290;16535840;16539760;"<i>You need to calm down.</i>
<i>Take a breath.</i>"
3291;16539840;16542600;"<i>Stop it, Stefan. Stefan, stop it.</i>"
3292;16542760;16543600;"<i>Okay.</i>"
3293;16543680;16547600;"<i>You need to calm down.</i>
<i>Take a breath.</i>"
3294;16547680;16550440;"<i>Stop it, Stefan. Stefan, stop it.</i>"
3295;16550600;16551440;"<i>Okay.</i>"
3296;16551520;16554320;"<i>You need to calm down.</i>"
3297;16558800;16561480;"-<i>Just give me a sign.</i>
-[dad] <i>You need to calm down.</i>"
3298;16561560;16565240.0001;"<i>Come on, If there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3299;16565320;16566560;"[dad] <i>Stefan, stop it.</i>"
3300;16566920;16567760;"<i>Okay.</i>"
3301;16567840;16569920;"-<i>Just give me a sign.</i>
-[dad] <i>You need to calm down.</i>"
3302;16570000;16573120;"<i>Come on. If there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3303;16573200;16574480;"[dad] <i>Stefan, stop it.</i>"
3304;16574760;16575600;"<i>Okay.</i>"
3305;16575680;16578360;"-[dad] <i>You need to calm down.</i>
-<i>Just give me a sign.</i>"
3306;16578440;16579280;"[dad] Take a breath."
3307;16579360;16582760;"<i>Come on. If there's someone there, just</i>
<i>give me a sign. Will you give me a sign?</i>"
3308;16582840;16583680;"<i>Okay.</i>"
3309;16583760;16585920;"[dad] <i>You need to calm down.</i>"
3310;16590240.0001;16594120;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3311;16597360;16601280;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3312;16604560;16608440;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3313;16611720;16615600;"<i>Would you like to talk about</i>
<i>what happened with your mother?</i>"
3314;16618240.0001;16620520;"[Colin] <i>How many times have you watched</i>
<i>Pac-Man die?</i>"
3315;16620600;16623280;"<i>Doesn't bother him. He just tries again.</i>"
3316;16623360;16624880;"["Relax" playing]"
3317;16628840;16632880;"[Thakur] We're going to be a hit factory
like Motown, but for computer games."
3318;16632960;16633840;"You heard it here first."
3319;16633920;16635000;"[Stefan] Colin Ritman."
3320;16636640;16637800;"We've met before."
3321;16637880;16639920;"-No.
-We met before."
3322;16640080.0001;16642920;"I told you I'd see you around,
and I was right."
3323;16643280;16645360;"-So, come on, what's your answer?
-No."
3324;16645440;16647320;"-Well done, mate.
-That's great."
3325;16647400;16648560;"You sound like my dad."
3326;16648640;16649480;"Oh."
3327;16650640;16655200;"Would you like to talk about
what happened with your mother?"
3328;16659840;16662240.0001;"[Colin] <i>How many times have you watched</i>
<i>Pac-Man die?</i>"
3329;16662320;16664880;"<i>Doesn't bother him. He just tries again.</i>"
3330;16664960;16666280;"["Relax" playing]"
3331;16668160;16671080.0001;"-[Thakur] Motown for computer games.
-[Stefan] Colin Ritman."
3332;16672520;16673880;"We've met before."
3333;16673960;16676240.0001;"-No.
-We met before."
3334;16676320;16679000;"I told you I'd see you around,
and I was right."
3335;16679080.0001;16680760;"So, come on, what's your answer?"
3336;16680880;16682880;"A bit of madness is what you need."
3337;16682960;16684520;"Stefan, will you talk to me?"
3338;16684600;16686160;"Dad, just fuck off!"
3339;16687160;16688320;"[dad] Get your coat."
3340;16689280;16692360;"-This is Dr. Haynes' place.
-You need to speak to her."
3341;16692440;16697320;"You're under pressure,
you're not sleeping, you're not eating."
3342;16709840;16711000;"<i>What do I do?</i>"
3343;16721280;16722440;"<i>What do I do?</i>"
3344;16734800;16736440;"<i>Just give me a sign.</i>"
3345;16737240.0001;16739560;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3346;16739640;16741080.0001;"<i>Will you give me a sign?</i>"
3347;16745200;16746880;"<i>Just give me a sign.</i>"
3348;16747680;16750000;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3349;16750080.0001;16751520;"<i>Will you give me a sign?</i>"
3350;16755720;16757440;"<i>Just give me a sign.</i>"
3351;16758120;16760520;"<i>Oh, come on, if there's someone there,</i>
<i>just give me a sign.</i>"
3352;16792600;16795080.0001;"[Colin] <i>How many times have you watched</i>
<i>Pac-Man die?</i>"
3353;16795160;16797880;"<i>Doesn't bother him. He just tries again.</i>"
